condition,MSc,age,female,nonUS,sensScale,MScIfControl,MScIfScared,sample,badRand,MScBadRand,Block,Select
0,13,52,0,0,0.86,13,11,1,0,13,NA,0
1,21,58,0,0,-0.68,19,21,1,1,21,NA,0
1,24,35,1,0,-0.86,29,24,1,1,24,NA,0
1,25,53,1,0,-0.26,27,25,1,0,27,NA,0
0,32,46,1,0,0.22,32,30,1,0,32,NA,0
0,20,57,1,1,0.09,20,23,1,0,20,NA,0
0,16,54,0,1,-0.09,16,18,1,0,16,NA,0
0,13,62,0,0,-0.64,13,12,1,1,12,NA,0
1,26,29,1,0,0.22,28,26,1,0,28,NA,0
1,17,39,0,1,1.17,18,17,1,0,18,NA,0
1,19,50,1,0,2.34,28,19,1,0,28,NA,0
1,8,43,1,1,0.54,11,8,1,1,8,NA,0
1,11,53,0,0,-0.76,14,11,1,1,11,NA,0
1,18,41,1,0,0.48,25,18,1,0,25,NA,0
0,28,56,1,1,0.17,28,27,1,1,27,NA,0
1,4,70,0,1,1.29,7,4,1,0,7,NA,0
0,9,50,0,1,-2.39,9,14,1,1,14,NA,0
1,32,42,1,0,0.85,33,32,1,0,33,NA,0
1,16,35,0,0,-1.55,14,16,1,1,16,NA,0
0,32,60,1,0,0.08,32,29,1,0,32,NA,0
0,12,53,0,1,1.44,12,12,1,0,12,NA,0
1,14,35,0,1,1.3,19,14,1,0,19,NA,0
1,8,47,0,0,-0.85,9,8,1,1,8,NA,0
1,15,76,1,0,0.63,19,15,1,0,19,NA,0
0,15,60,0,0,-0.23,15,18,1,1,18,NA,0
1,12,47,0,0,0.03,13,12,1,0,13,NA,0
0,16,60,1,0,-0.08,16,13,1,0,16,NA,0
0,30,53,1,0,1.06,30,30,1,0,30,NA,0
1,13,40,1,0,-0.23,17,13,1,1,13,NA,0
0,9,43,0,1,1.39,9,5,1,0,9,NA,0
1,0,73,0,0,0.58,4,0,1,0,4,NA,0
0,40,17,1,0,-0.55,40,37,1,1,37,NA,0
1,30,56,1,1,0.46,32,30,1,0,32,NA,0
0,33,36,1,0,0.54,33,27,1,1,27,NA,0
0,23,73,1,1,-0.71,23,24,1,1,24,NA,0
0,29,29,0,1,-0.22,29,30,1,0,29,NA,0
0,20,48,0,0,-1.66,20,22,1,1,22,NA,0
0,26,37,0,0,0.27,26,26,1,0,26,NA,0
1,12,50,0,1,0.83,14,12,1,0,14,NA,0
0,23,43,0,0,0.09,23,23,1,0,23,NA,0
1,23,67,1,0,-1.42,27,23,1,1,23,NA,0
1,21,51,1,1,-1.08,18,21,1,1,21,NA,0
1,21,50,1,0,1.44,24,21,1,0,24,NA,0
0,10,66,0,1,-0.72,10,20,1,1,20,NA,0
1,22,55,1,0,1.48,23,22,1,0,23,NA,0
1,19,48,0,0,0.05,19,19,1,1,19,NA,0
1,14,46,0,0,-1.3,14,14,1,1,14,NA,0
1,11,58,0,1,-0.04,9,11,1,1,11,NA,0
0,23,46,0,0,0.39,23,20,1,1,20,NA,0
1,30,53,1,1,0.93,29,30,1,0,29,NA,0
0,35,47,1,1,0.69,35,30,1,0,35,NA,0
1,30,63,1,0,-0.29,29,30,1,1,30,NA,0
1,20,56,0,0,0.1,24,20,1,1,20,NA,0
0,15,26,0,0,-1.48,15,14,1,0,15,NA,0
1,21,48,1,1,1.53,26,21,1,0,26,NA,1
1,14,47,0,0,0.89,16,14,1,0,16,NA,0
1,4,74,0,0,-1.71,6,4,1,1,4,NA,0
1,12,56,1,0,1.32,17,12,1,0,17,NA,0
1,17,73,0,0,0.38,18,17,1,1,17,NA,0
1,25,36,1,0,-0.1,32,25,1,0,32,NA,0
0,37,40,1,1,0.66,37,34,1,1,34,NA,0
1,23,45,0,0,-0.26,24,23,1,0,24,NA,0
0,19,59,1,0,0.05,19,17,1,0,19,NA,0
1,15,40,0,0,-0.29,20,15,1,0,20,NA,0
0,38,46,1,0,0.2,38,36,1,1,36,NA,0
1,10,50,0,0,-0.58,15,10,1,1,10,NA,0
0,22,61,1,0,-1.3,22,17,1,0,22,NA,0
1,23,52,0,1,-0.26,22,23,1,0,22,NA,0
0,16,52,0,0,1.04,16,11,1,0,16,NA,0
0,33,33,1,1,1.33,33,29,1,1,29,NA,0
0,37,45,1,1,-2.2,37,42,1,1,42,NA,1
1,19,66,1,1,-0.27,21,19,1,1,19,NA,0
1,13,60,1,0,-1.1,15,13,1,0,15,NA,0
0,12,54,0,0,-0.76,12,8,1,1,8,NA,0
0,13,71,0,0,0.34,13,11,1,1,11,NA,0
0,30,36,1,0,-1.85,30,33,1,1,33,NA,0
0,25,74,1,0,-1.24,25,27,1,1,27,NA,0
0,26,43,0,0,-1.16,26,25,1,1,25,NA,0
1,16,73,0,0,-0.22,20,16,1,1,16,NA,0
0,15,46,1,0,-1.55,15,16,1,1,16,NA,0
1,32,41,1,0,1.08,38,32,1,0,38,NA,0
1,40,45,1,0,0.33,41,40,1,0,41,NA,0
0,18,65,0,1,1.35,18,18,1,1,18,NA,0
1,11,60,0,0,1.05,13,11,1,0,13,NA,0
1,36,34,1,0,-1.99,31,36,1,1,36,NA,0
1,34,30,1,1,-0.72,36,34,1,1,34,NA,0
0,29,42,1,0,-1.12,29,28,1,1,28,NA,0
1,24,33,0,1,0.41,26,24,1,0,26,NA,0
0,22,63,0,0,0.83,22,16,1,1,16,NA,0
1,17,49,0,0,-1.02,18,17,1,1,17,NA,0
0,32,44,1,0,0,32,30,1,1,30,NA,0
1,36,44,1,0,-1.01,37,36,1,1,36,NA,0
0,29,36,0,1,-2.83,29,33,1,1,33,NA,0
1,17,52,1,1,0,13,17,1,1,17,NA,1
1,20,42,0,0,0.73,27,20,1,0,27,NA,0
1,26,49,0,1,1.45,27,26,1,0,27,NA,0
1,26,37,0,0,0.14,28,26,1,0,28,NA,0
0,7,62,1,1,0.52,7,3,1,1,3,NA,0
0,35,44,1,0,-0.21,35,36,1,1,36,NA,0
0,21,41,1,0,0.95,21,16,1,0,21,NA,0
1,1,62,0,0,1.88,7,1,1,0,7,NA,0
0,8,44,0,1,0,8,9,1,1,9,NA,0
0,20,50,0,1,-0.18,20,21,1,1,21,NA,0
1,20,72,1,0,0.9,23,20,1,0,23,NA,0
1,14,57,0,0,0.86,21,14,1,1,14,NA,0
0,23,39,0,0,0.95,23,16,1,0,23,NA,0
0,12,41,0,0,-0.47,12,11,1,1,11,NA,0
1,14,53,0,0,-0.51,16,14,1,1,14,NA,0
1,17,59,0,0,0.65,22,17,1,0,22,NA,0
0,14,71,1,0,0.95,14,11,1,0,14,NA,0
0,16,50,0,1,0.06,16,13,1,1,13,NA,0
1,8,58,0,0,1.59,13,8,1,1,8,NA,0
0,25,59,1,0,-1.73,25,26,1,1,26,NA,0
1,12,48,0,0,1.03,18,12,1,1,12,NA,0
0,6,67,0,0,-1.54,6,7,1,1,7,NA,0
1,12,74,1,1,1.34,16,12,1,1,12,NA,0
1,9,66,1,1,1.64,13,9,1,0,13,NA,0
1,31,46,1,1,-1.06,28,31,1,1,31,NA,0
1,19,55,1,0,-0.39,20,19,1,0,20,NA,0
1,21,47,0,1,0.08,19,21,1,1,21,NA,0
1,29,52,1,1,0.52,30,29,1,1,29,NA,0
1,31,48,1,0,0.39,31,31,1,1,31,NA,0
1,11,57,0,0,-0.03,14,11,1,0,14,NA,0
1,18,44,1,0,1.68,26,18,1,0,26,NA,0
0,26,44,0,1,-0.22,26,27,1,1,27,NA,0
0,18,48,0,0,0.47,18,14,1,1,14,NA,0
0,34,24,1,0,-0.74,34,33,1,1,33,NA,0
1,23,55,0,1,0.44,24,23,1,0,24,NA,0
1,2,62,0,1,0.17,2,2,1,0,2,NA,0
0,39,25,0,1,0,39,37,1,0,39,NA,0
1,25,49,1,0,0.29,25,25,1,1,25,NA,0
0,36,59,1,0,-0.39,36,34,1,0,36,NA,0
1,28,67,1,0,-0.13,27,28,1,0,27,NA,0
0,14,48,1,0,0.41,14,9,1,1,9,NA,0
0,11,34,0,0,0.18,11,9,1,1,9,NA,0
0,41,39,0,0,1.77,41,36,1,0,41,NA,0
1,21,62,1,0,-1.55,19,21,1,1,21,NA,0
0,36,50,1,0,-0.22,36,34,1,1,34,NA,0
0,21,71,0,0,-1.13,21,20,1,0,21,NA,0
0,27,56,1,0,-1.1,27,29,1,0,27,NA,0
0,31,37,1,1,-0.36,31,34,1,1,34,NA,0
1,33,31,1,1,-0.73,30,33,1,1,33,NA,0
1,34,38,1,0,-0.68,34,34,1,1,34,NA,0
1,30,61,1,0,-0.26,32,30,1,1,30,NA,0
1,31,62,1,1,-0.16,29,31,1,1,31,NA,0
1,8,74,0,1,1.91,14,8,1,0,14,NA,0
1,17,46,0,0,-0.54,19,17,1,1,17,NA,0
0,25,46,1,1,0.31,25,25,1,1,25,NA,0
0,26,45,0,1,-0.56,26,21,1,0,26,NA,0
0,32,50,1,1,-0.63,32,29,1,1,29,NA,0
1,19,51,0,0,-0.42,22,19,1,1,19,NA,0
1,17,53,1,0,0.26,22,17,1,1,17,NA,0
1,6,78,0,1,-1.44,6,6,1,1,6,NA,0
0,7,69,0,0,-0.45,7,8,1,1,8,NA,0
1,27,41,1,0,0.98,32,27,1,0,32,NA,0
0,13,52,0,0,-0.08,13,15,1,1,15,NA,0
1,28,55,1,1,1.29,30,28,1,1,28,NA,0
0,37,49,1,0,-1.51,37,40,1,1,40,NA,0
1,5,55,0,0,-0.58,7,5,1,1,5,NA,0
1,40,52,0,0,-1.76,39,40,1,0,39,NA,0
1,19,56,0,0,1.83,24,19,1,0,24,NA,0
0,38,39,1,0,-0.04,38,39,1,1,39,NA,0
1,30,31,0,0,1.13,35,30,1,1,30,NA,0
0,12,31,1,1,-0.42,12,12,1,1,12,NA,0
1,34,26,1,0,-1.24,32,34,1,1,34,NA,0
0,31,56,1,0,-1.04,31,31,1,0,31,NA,0
0,28,42,1,0,0.98,28,22,1,0,28,NA,0
1,17,44,0,1,-0.99,18,17,1,0,18,NA,0
0,2,77,0,0,0.49,2,0,1,0,2,NA,0
0,29,38,1,1,0.17,29,32,1,0,29,NA,0
0,23,36,0,0,2.96,23,16,1,0,23,NA,0
1,14,55,0,1,0.9,15,14,1,0,15,NA,0
1,27,36,0,0,-0.78,27,27,1,1,27,NA,0
0,31,57,0,1,-1,31,38,1,0,31,NA,0
0,29,49,0,0,-1.71,29,33,1,1,33,NA,0
1,17,67,1,1,-0.01,19,17,1,1,17,NA,0
1,18,21,0,1,-1.25,14,18,1,1,18,NA,0
0,36,54,1,0,0.4,36,32,1,0,36,NA,0
0,23,24,1,1,-0.56,23,26,1,1,26,NA,0
1,39,46,1,0,-0.03,42,39,1,1,39,NA,0
0,29,31,0,0,-1.11,29,29,1,1,29,NA,0
0,36,38,1,0,3.04,36,27,1,0,36,NA,0
1,24,57,0,1,-0.26,26,24,1,0,26,NA,0
1,16,53,1,0,0.73,21,16,1,0,21,NA,0
0,15,50,1,0,1.26,15,11,1,0,15,NA,0
0,3,53,0,0,-0.21,3,2,1,1,2,NA,0
1,7,58,0,0,1.33,14,7,1,0,14,NA,0
0,20,47,1,0,-0.8,20,17,1,1,17,NA,0
1,39,32,1,1,-0.14,40,39,1,1,39,NA,0
0,35,45,1,0,-0.64,35,31,1,1,31,NA,0
1,3,57,0,1,1.46,6,3,1,1,3,NA,0
1,12,70,1,0,0.15,13,12,1,0,13,NA,0
0,34,40,1,0,0.16,34,33,1,1,33,NA,0
1,29,42,1,0,-0.25,31,29,1,1,29,NA,0
0,31,34,1,1,-0.46,31,30,1,0,31,NA,0
1,27,53,1,0,0.06,26,27,1,0,26,NA,0
1,18,19,1,0,1.12,24,18,1,0,24,NA,0
0,18,47,0,0,-0.13,18,17,1,0,18,NA,0
0,26,36,0,0,-1.4,26,29,1,0,26,NA,0
1,19,56,0,0,-1.13,18,19,1,0,18,NA,0
0,35,38,1,0,2.46,35,27,1,0,35,NA,0
0,15,45,0,0,-0.85,15,14,1,1,14,NA,0
1,24,41,0,0,1.66,25,24,1,0,25,NA,0
0,32,50,1,1,-0.41,32,33,1,1,33,NA,0
1,25,33,0,0,0.66,29,25,1,1,25,NA,0
1,22,62,0,1,-1.5,16,22,1,1,22,NA,0
1,11,59,1,0,1.37,19,11,1,1,11,NA,0
0,25,48,1,1,1.38,25,25,1,0,25,NA,0
1,16,58,0,0,1.15,23,16,1,0,23,NA,0
1,23,50,0,0,-1.05,25,23,1,0,25,NA,0
0,2,66,0,0,-0.4,2,0,1,0,2,NA,0
0,18,61,0,0,0.39,18,15,1,0,18,NA,0
1,20,28,1,0,0.63,24,20,1,1,20,NA,0
1,22,37,1,0,0.61,24,22,1,0,24,NA,0
0,30,47,1,0,0.16,30,25,1,1,25,NA,0
1,20,47,0,0,1.34,23,20,1,0,23,NA,0
0,27,53,1,0,1.69,27,22,1,1,22,NA,0
0,25,47,0,1,-1.31,25,26,1,1,26,NA,0
0,28,66,1,0,-0.46,28,25,1,0,28,NA,0
0,15,38,0,1,0.6,15,15,1,0,15,NA,0
0,23,61,0,1,-0.03,23,23,1,0,23,NA,0
1,19,67,0,0,-1.24,18,19,1,1,19,NA,0
0,32,56,0,1,-1.03,32,27,1,1,27,NA,0
0,38,35,0,0,-0.72,38,38,1,1,38,NA,0
0,25,48,1,1,0.16,25,22,1,0,25,NA,0
1,46,44,1,1,-0.37,45,46,1,1,46,NA,0
1,33,53,1,1,-0.46,32,33,1,0,32,NA,0
0,20,55,1,1,-0.33,20,22,1,0,20,NA,0
0,16,41,0,0,1.91,16,7,1,1,7,NA,0
0,16,43,0,1,0.14,16,18,1,1,18,NA,0
0,9,64,0,0,-0.35,9,4,1,1,4,NA,0
0,34,36,0,0,-1.47,34,37,1,0,34,NA,0
1,20,52,0,1,-2.22,14,20,1,1,20,NA,0
0,29,52,1,0,0.64,29,28,1,0,29,NA,0
1,19,63,1,1,1.12,21,19,1,0,21,NA,0
0,24,38,0,1,2.33,24,20,1,0,24,NA,0
0,5,63,0,1,0.1,5,4,1,0,5,NA,0
1,0,60,0,0,1.03,7,0,1,0,7,NA,0
1,28,41,1,0,0.74,31,28,1,0,31,NA,0
0,33,40,0,1,0.68,33,30,1,0,33,NA,0
1,4,72,0,1,1.08,11,4,1,0,11,NA,1
0,23,66,1,0,-1.13,23,21,1,1,21,NA,0
1,28,61,1,0,-0.65,29,28,1,0,29,NA,0
0,34,60,1,0,-1.14,34,33,1,1,33,NA,0
0,5,63,0,1,1.45,5,1,1,0,5,NA,0
1,28,51,0,0,-1.68,28,28,1,1,28,NA,0
0,17,56,0,0,-0.13,17,13,1,1,13,NA,0
0,40,35,1,0,0.32,40,38,1,1,38,NA,0
0,22,48,0,0,-1.25,22,21,1,1,21,NA,0
1,14,52,0,0,1,18,14,1,0,18,NA,0
0,19,48,0,1,2.28,19,17,1,0,19,NA,0
1,24,50,0,1,0.24,25,24,1,0,25,NA,0
0,38,63,1,0,1.07,38,31,1,0,38,NA,0
0,2,75,0,0,0.73,2,2,1,1,2,NA,0
1,16,55,0,0,-1.42,14,16,1,1,16,NA,0
0,22,49,0,0,-1.18,22,22,1,1,22,NA,0
0,32,56,1,1,-0.65,32,34,1,1,34,NA,0
0,35,44,1,0,-1,35,35,1,1,35,NA,0
1,15,49,0,0,-0.5,20,15,1,1,15,NA,0
0,22,46,1,0,-0.17,22,17,1,0,22,NA,0
0,22,57,1,0,1.32,22,19,1,0,22,3,0
1,37,33,1,1,-0.8,30,37,1,0,30,NA,0
1,9,52,0,0,1.96,15,9,1,1,9,NA,0
0,23,66,1,0,-0.05,23,21,1,0,23,NA,0
1,27,56,1,1,0.2,23,27,1,0,23,NA,0
1,14,52,1,0,2.73,22,14,1,0,22,NA,0
0,38,37,1,0,1.55,38,31,1,0,38,NA,0
1,36,33,1,1,-1.29,34,36,1,1,36,NA,0
1,14,33,0,0,-0.37,15,14,1,0,15,NA,0
0,17,56,1,0,0.09,17,14,1,1,14,NA,0
0,12,63,0,0,1.1,12,9,1,0,12,NA,0
0,15,47,0,0,0.68,15,9,1,1,9,NA,0
0,12,67,0,0,-0.08,12,10,1,1,10,NA,0
0,35,32,1,1,-0.88,35,35,1,1,35,NA,0
0,20,44,1,0,-1.47,20,21,1,1,21,NA,0
1,15,39,1,0,0.21,17,15,1,0,17,NA,0
1,38,50,1,1,-1.65,32,38,1,1,38,NA,0
1,25,62,1,0,0.22,28,25,1,1,25,NA,0
1,22,53,0,1,-0.19,25,22,1,0,25,NA,0
1,8,63,0,0,0.37,11,8,1,1,8,NA,0
1,22,46,1,0,-0.7,21,22,1,1,22,NA,0
1,32,28,0,1,-1.3,30,32,1,1,32,NA,0
1,18,59,0,0,0.94,19,18,1,0,19,NA,0
1,32,34,0,0,0.74,34,32,1,1,32,NA,0
1,12,52,0,1,0.11,10,12,1,1,12,NA,0
0,21,57,0,1,1.02,21,17,1,0,21,NA,0
0,18,36,1,0,1.09,18,17,1,0,18,NA,0
0,35,43,1,0,-0.14,35,35,1,1,35,NA,0
1,18,60,0,0,-0.4,17,18,1,1,18,NA,0
0,15,57,0,0,-2.22,15,20,1,1,20,NA,0
1,29,34,0,1,0.28,31,29,1,1,29,NA,0
1,14,56,0,0,-1.22,13,14,1,1,14,NA,0
1,26,46,1,0,-0.66,25,26,1,1,26,NA,0
1,18,50,1,0,-1.33,21,18,1,1,18,NA,0
1,24,36,1,0,0.51,25,24,1,0,25,NA,0
0,20,50,1,0,-0.47,20,16,1,0,20,NA,0
0,41,40,1,0,-1.23,41,38,1,1,38,NA,0
0,26,26,1,0,-1.16,26,27,1,0,26,NA,0
0,20,62,1,1,-0.11,20,23,1,1,23,NA,0
0,19,64,1,1,-1.47,19,29,1,1,29,NA,0
0,36,52,1,1,0.88,36,32,1,0,36,NA,0
1,23,31,0,0,0.65,28,23,1,1,23,NA,0
0,0,80,0,0,-1.13,0,5,1,1,5,NA,0
1,36,53,1,0,0.81,37,36,1,1,36,NA,0
1,0,69,0,1,0.96,0,0,1,0,0,NA,0
0,29,48,1,0,-0.22,29,28,1,1,28,NA,0
0,26,55,0,1,-1.97,26,31,1,1,31,NA,0
0,22,53,0,0,1.62,22,18,1,0,22,NA,0
0,31,60,1,0,1.31,31,26,1,0,31,NA,0
1,18,50,1,0,0.33,19,18,1,0,19,NA,0
1,19,39,0,0,-1.48,20,19,1,1,19,NA,0
0,5,80,0,0,0.03,5,1,1,1,1,NA,0
1,18,46,0,0,0.91,24,18,1,0,24,NA,0
1,22,39,1,0,0.17,26,22,1,1,22,NA,0
0,21,52,1,0,-1.26,21,23,1,1,23,NA,0
1,29,37,0,0,1.39,32,29,1,1,29,NA,0
1,14,62,1,0,3.09,22,14,1,0,22,NA,0
1,35,38,1,1,0.87,34,35,1,0,34,NA,0
0,22,63,1,0,0.28,22,17,1,0,22,NA,0
1,18,50,1,0,0.06,20,18,1,0,20,NA,0
1,31,52,1,1,0.02,32,31,1,1,31,NA,0
1,23,55,0,0,-0.96,24,23,1,1,23,NA,0
1,0,63,0,0,-0.07,0,0,1,0,0,NA,0
1,31,43,1,0,-0.62,29,31,1,1,31,NA,0
0,35,72,1,0,0.87,35,34,1,0,35,NA,0
0,28,49,1,0,-0.05,28,27,1,0,28,NA,0
1,19,60,0,0,0.15,18,19,1,0,18,NA,0
0,13,53,0,1,0.64,13,12,1,1,12,NA,1
0,31,32,1,0,0.98,31,30,1,1,30,NA,0
1,36,28,1,0,-1.73,31,36,1,1,36,NA,0
0,30,62,1,0,-0.06,30,30,1,1,30,NA,0
1,11,53,0,0,0.45,13,11,1,0,13,NA,0
1,26,42,0,0,-1,25,26,1,1,26,NA,0
0,13,52,1,0,-0.39,13,11,1,0,13,NA,0
1,23,54,0,1,-0.34,26,23,1,1,23,NA,0
1,21,57,1,0,0.87,22,21,1,0,22,NA,0
1,19,55,1,0,-0.05,20,19,1,1,19,NA,0
0,28,52,0,0,-0.19,28,24,1,1,24,NA,0
1,17,48,0,0,0.61,17,17,1,1,17,NA,0
0,32,46,1,0,0.98,32,26,1,0,32,NA,0
0,23,54,0,1,-0.69,23,20,1,0,23,NA,0
1,24,61,1,0,1.15,29,24,1,0,29,NA,0
0,15,47,0,0,0.04,15,13,1,0,15,NA,0
1,19,72,1,0,0.56,23,19,1,0,23,NA,0
1,29,64,1,0,0.45,31,29,1,0,31,NA,1
0,11,49,0,0,-0.16,11,11,1,0,11,NA,0
1,36,34,1,0,-1.17,36,36,1,1,36,NA,0
1,21,44,1,0,0.91,26,21,1,1,21,NA,0
1,27,60,1,1,-1.32,22,27,1,0,22,NA,0
1,6,36,0,0,3.01,13,6,1,0,13,NA,0
1,22,48,1,0,1.19,27,22,1,0,27,NA,0
1,18,53,1,0,-2.02,16,18,1,1,18,NA,0
1,0,62,0,0,-0.03,3,0,1,1,0,NA,0
0,17,20,0,0,-0.03,17,15,1,0,17,NA,0
0,17,55,0,1,-1.68,17,24,1,1,24,NA,0
1,28,36,0,0,-0.65,31,28,1,0,31,NA,0
1,31,42,0,1,1.03,27,31,1,0,27,NA,0
1,18,61,0,1,1.29,17,18,1,0,17,NA,0
0,5,67,0,1,0.81,5,3,1,1,3,NA,0
0,7,76,0,0,0.01,7,4,1,0,7,NA,0
1,9,53,0,0,1.69,10,9,1,1,9,NA,0
1,40,29,0,0,0.79,40,40,1,1,40,NA,0
0,20,52,0,0,1.27,20,15,1,0,20,NA,0
1,14,50,1,0,-0.1,17,14,1,1,14,NA,0
0,27,60,1,1,0.87,27,27,1,1,27,NA,0
0,34,53,1,0,-1.88,34,36,1,1,36,NA,0
1,32,42,1,0,-1.08,32,32,1,1,32,NA,0
0,29,47,0,1,-1.25,29,33,1,1,33,NA,0
0,35,60,1,1,0.2,35,32,1,1,32,NA,0
0,25,54,0,0,0.05,25,21,1,1,21,NA,0
0,12,67,0,0,-0.6,12,12,1,0,12,NA,0
0,30,58,1,0,0.18,30,31,1,1,31,NA,0
1,16,59,0,0,-0.98,18,16,1,1,16,NA,0
0,28,28,1,1,-0.4,28,26,1,1,26,NA,0
1,18,60,0,0,-0.81,18,18,1,1,18,NA,0
1,20,31,0,0,-1.35,20,20,1,1,20,NA,0
1,26,71,1,0,0.46,28,26,1,0,28,NA,0
1,23,54,1,0,0.08,24,23,1,0,24,NA,0
1,5,54,0,1,0.32,9,5,1,1,5,NA,0
0,34,36,1,0,0.11,34,34,1,0,34,NA,0
1,27,49,1,1,-1.12,26,27,1,1,27,NA,0
1,7,60,0,1,0.85,9,7,1,1,7,NA,0
1,15,59,0,0,-0.42,16,15,1,0,16,NA,0
0,10,52,0,0,-0.19,10,10,1,1,10,NA,0
1,34,71,1,1,-1.53,28,34,1,1,34,NA,0
0,6,60,0,0,0.97,6,3,1,1,3,NA,0
1,39,56,1,0,-2.53,32,39,1,1,39,NA,0
0,31,47,1,1,0.42,31,31,1,1,31,NA,0
0,25,35,1,0,-0.24,25,26,1,1,26,NA,0
1,34,38,1,0,-0.9,32,34,1,1,34,NA,0
0,31,33,1,0,-0.95,31,31,1,0,31,NA,0
0,22,51,0,0,0.8,22,21,1,0,22,NA,0
0,24,60,0,1,-0.35,24,26,1,1,26,NA,0
0,36,67,1,0,-0.56,36,34,1,1,34,NA,0
1,12,67,1,0,0.96,15,12,1,0,15,NA,0
1,14,55,1,0,1.08,21,14,1,0,21,NA,0
0,30,28,1,0,0.23,30,23,1,1,23,NA,0
1,28,57,1,0,-1.6,27,28,1,1,28,NA,0
0,12,56,0,0,-0.61,12,8,1,1,8,NA,0
1,31,43,1,0,0.96,36,31,1,1,31,NA,0
1,32,54,1,0,-0.78,31,32,1,0,31,NA,0
1,8,61,0,0,0.94,14,8,1,1,8,NA,0
1,20,57,1,1,0.21,20,20,1,1,20,NA,0
0,31,47,1,0,-0.15,31,31,1,0,31,NA,0
0,10,67,0,0,-0.49,10,9,1,1,9,NA,0
1,4,74,0,0,1.07,8,4,1,1,4,NA,0
0,14,48,0,1,-1.69,14,16,1,1,16,NA,0
0,28,45,1,0,-0.53,28,24,1,1,24,NA,0
0,10,55,0,0,1.48,10,4,1,0,10,NA,0
1,18,50,1,0,0.52,21,18,1,1,18,NA,0
0,16,61,0,1,-1.7,16,24,1,1,24,NA,0
0,13,42,0,0,0.88,13,7,1,0,13,NA,0
1,16,42,0,1,-0.42,21,16,1,0,21,NA,0
1,18,43,0,0,0.86,22,18,1,0,22,NA,0
0,9,55,0,0,-1.7,9,9,1,0,9,NA,0
1,22,34,0,0,-1.11,21,22,1,0,21,NA,0
1,20,49,1,0,0.06,25,20,1,0,25,NA,0
1,23,47,0,0,-0.17,26,23,1,0,26,NA,0
1,24,30,1,0,-0.05,29,24,1,1,24,NA,0
0,20,53,1,0,1.31,20,17,1,0,20,NA,0
0,26,37,0,0,1.2,26,20,1,0,26,NA,0
0,39,32,1,0,0.12,39,42,1,1,42,NA,0
1,25,42,0,0,-0.47,24,25,1,0,24,NA,0
1,19,42,1,1,1.37,22,19,1,0,22,NA,0
1,7,69,0,1,-0.86,6,7,1,1,7,NA,0
1,21,37,0,0,1.36,29,21,1,0,29,NA,0
1,11,70,0,0,0.28,14,11,1,1,11,NA,0
1,23,72,1,1,-1.56,18,23,1,1,23,NA,0
1,34,42,1,0,0.51,34,34,1,0,34,NA,0
0,22,66,0,1,1.92,22,18,1,0,22,NA,0
0,40,46,1,1,-1.28,40,43,1,1,43,NA,0
1,43,19,1,0,-0.29,45,43,1,1,43,NA,0
1,29,53,1,0,1.49,37,29,1,0,37,NA,0
1,31,47,1,0,1,34,31,1,0,34,NA,0
1,25,50,1,0,0.99,26,25,1,0,26,NA,0
1,16,60,1,0,0.4,21,16,1,0,21,NA,0
0,19,67,0,1,-1.32,19,22,1,1,22,NA,0
0,40,34,0,0,-1.24,40,42,1,0,40,NA,0
1,16,53,0,0,-1.29,18,16,1,1,16,NA,0
1,28,51,0,1,-0.19,27,28,1,1,28,NA,0
0,22,39,0,1,-2,22,26,1,0,22,NA,0
0,26,28,0,1,0.56,26,24,1,1,24,NA,0
1,35,43,0,1,0.81,36,35,1,0,36,2,0
1,29,47,1,0,0.33,32,29,1,0,32,NA,0
0,22,54,0,0,-0.55,22,26,1,1,26,NA,0
0,23,66,0,1,0.22,23,25,1,0,23,NA,0
0,23,37,0,0,0.47,23,21,1,1,21,NA,0
0,9,57,0,0,1.23,9,3,1,0,9,NA,0
1,18,59,1,0,0.85,21,18,1,0,21,NA,0
1,28,72,1,0,0.66,31,28,1,0,31,NA,0
1,19,52,1,1,1.3,20,19,1,0,20,NA,0
0,20,44,0,0,2.92,20,13,1,0,20,NA,0
1,23,29,1,0,-0.07,25,23,1,1,23,NA,0
0,11,52,0,1,-0.62,11,11,1,1,11,NA,0
0,33,63,0,1,-0.32,33,34,1,1,34,NA,0
1,19,59,1,0,0.93,21,19,1,0,21,NA,0
1,19,65,1,0,-0.08,24,19,1,1,19,NA,0
0,20,47,0,1,0.06,20,22,1,0,20,NA,0
1,14,62,0,0,1.52,19,14,1,0,19,NA,0
0,20,43,1,1,-0.05,20,19,1,1,19,NA,0
1,16,50,0,1,-0.69,16,16,1,0,16,NA,0
0,25,52,1,0,0,25,21,1,0,25,NA,0
1,23,57,1,0,-0.01,29,23,1,1,23,NA,0
0,29,59,1,1,-1.34,29,30,1,0,29,NA,0
0,16,43,1,0,-0.18,16,13,1,1,13,NA,0
0,37,36,1,1,0.18,37,38,1,1,38,NA,0
1,15,47,1,1,0.51,14,15,1,1,15,NA,0
0,13,54,0,0,-0.33,13,11,1,0,13,NA,0
1,10,45,0,0,1.95,17,10,1,0,17,NA,0
1,31,33,0,0,-1.36,29,31,1,1,31,NA,0
0,21,49,1,0,-0.18,21,18,1,1,18,NA,0
0,27,32,0,0,-0.34,27,27,1,0,27,NA,0
1,4,55,1,0,0.47,7,4,1,0,7,NA,0
